timestamp,segment_id,label_id,label_name,T1_AoT,T1_ICC,T1_ICAT,T2_AoT,T2_ICC,T2_ICAT,T3_AoT,T3_ICC,T3_ICAT,T4_AoT,T4_ICC,T4_ICAT,T5_AoT,T5_ICC,T5_ICAT
1771768596.6817431,1,0,neutral,31958.681113808212,470.45047403871064,17612.376342804055,12416.11730791769,302.0071569115874,7258.127714425314,9044.184135455087,247.0743859737467,4857.866609038971,192.4338320394561,12.435952315847164,12.306887545184107,193.65931018539862,12.437854370328443,12.310652461636582
1771768596.714845,1,0,neutral,31996.032282641627,470.9544690823064,17650.132942534397,12599.167971291281,304.0834381336292,7358.2691601909355,8962.916329377867,246.32471327763037,4828.431870533447,30.646279268922733,2.0453107761572213,0.3328961320211854,31.18222714820248,2.041013943565359,0.3314988906238504
1771768596.7530382,1,0,neutral,32359.5840111697,474.1508166080479,17890.52732800873,12384.441885954579,301.04492060927555,7211.950610551577,9129.422059853778,248.63188422443508,4919.305322919232,37.28267986498466,2.4854277700592613,0.4915779893617891,38.709534968710905,2.489198917092805,0.493070866601364
1771768596.819796,1,0,neutral,32574.50903757148,476.87117064325895,18096.403517720766,12621.168026210406,303.17488089833586,7314.363966210892,9051.349201882746,246.50039268783206,4835.321626263688,61.22851472155134,4.010516689097747,1.2799434782826338,62.39131526438055,4.015348179092668,1.283029244809919
1771768596.8526819,1,0,neutral,32717.169309830388,476.24956982541244,18049.256998653054,12467.001857823212,301.9683554858964,7256.262807549441,9167.075583961017,247.64095071047913,4880.171240430768,260.72529858338413,16.47514318436261,21.599740392432434,263.15054092920064,16.488649047495485,21.635168638175497
1771768596.8853881,1,0,neutral,32429.01142065608,474.6622884328363,17929.14557229829,12550.394168973588,302.555853665903,7284.525293476824,9270.860239344165,249.62784337331476,4958.795351460347,106.31970800798199,6.883679243943776,3.770781667011878,109.00494862014537,6.896740082136015,3.785104324886815
1771768596.918144,1,0,neutral,33491.78551193036,484.1887191682532,18656.04023343926,12620.7643590967,302.0300379233955,7259.227553242082,8780.170685309171,241.5370871572001,4642.562778287115,33.968188673906276,2.299017810216609,0.4206053644203066,36.82150153617821,2.3227087329499216,0.4293185378407645
1771768596.95137,1,0,neutral,33407.70254107071,482.3255390581571,18512.737907149916,13136.080946897246,310.2146356158465,7657.988380536066,8899.674161541901,244.5783441202501,4760.210266618335,16.15254177640955,1.0873920703540108,0.09409411443887133,17.138508569700356,1.1050053739940362,0.09716702730066402
1771768596.988775,1,0,neutral,32924.43867533191,478.0041380591415,18182.493817314065,12894.754384465796,307.56163272033945,7527.563910419082,9132.534201983159,248.01473660786044,4894.914487431994,30.134345687110084,2.0004014004711475,0.31843766874378404,31.517404933402418,2.013708340067825,0.32268834043659167
1771768597.0557911,1,0,neutral,34039.83165889039,487.95251706477313,18947.20967705516,13230.128181146205,310.79540615021165,7686.689136296881,8661.595586845331,240.91523766570853,4618.688523574522,49.43993793769912,3.3318927473705564,0.8834300388447234,51.140338545268534,3.3358975023755613,0.8855549854338749
1771768597.1175182,1,0,neutral,33971.56856429473,486.38440543013525,18825.62572007114,12842.349039488143,305.6639174002699,7434.957416719763,8887.780294207305,245.03989845855415,4778.1936152645085,26.257738386675875,1.763942260333665,0.24760468979290173,27.064213306698218,1.7677142591719774,0.24866477346365323
1771768597.153703,1,0,neutral,33999.717009975226,487.53978671468604,18915.17057106332,13172.834677950224,310.3386874154271,7664.114314492668,8728.270994786242,241.79778299623442,4652.589809430476,245.8833108837558,15.976883889624359,20.313010546645852,249.45507870734272,16.007359114576875,20.390576856792332
1771768597.184045,1,0,neutral,34202.326368783266,488.61023850696506,18998.322785501256,12968.304218177698,307.3050782091141,7515.0108166633545,8728.434563727089,241.95778076793331,4658.7490907874,105.23350955586447,7.028898202143013,3.9315576034050257,109.06488410573714,7.045113991052582,3.949718870316474
1771768597.216146,1,0,neutral,33936.33664413022,487.2048147968181,18889.18756621492,13224.314681682976,311.30612568770465,7711.972443336297,8728.125419083151,241.2985454928589,4633.397330366617,274.0374452143897,17.766902619885165,25.119649769344303,281.808275699769,17.83694576604427,25.318100510043664
1771768597.251251,1,0,neutral,34049.59302660175,488.47525909422643,18987.827597136293,13383.217741341177,313.1580044943398,7803.998369013403,8462.541420730626,238.73514281208492,4535.475688452233,50.68145333757433,3.4305996707154214,0.9365483847233265,50.86706489319152,3.416772033349868,0.9290137531469844
1771768597.2852302,1,0,neutral,33802.92852420913,486.09128289094764,18802.941800281824,12985.465992603024,307.7560679432552,7537.084514097268,8491.917682708394,237.86094612599908,4502.320632443057,136.54551009863079,9.030884054224034,6.490089247220323,138.28489786660592,9.059188475555558,6.530835223167876
1771768597.317543,1,0,neutral,33711.8136897175,485.6672621127756,18770.152236206977,12978.356992737241,307.5009713527976,7524.59483208836,8727.544777508321,241.98710625026416,4659.878447677219,27.08644501708528,1.8212691983829767,0.26396018347479905,27.793614972575188,1.8171107357255194,0.26275617099148557
1771768597.3516312,1,0,neutral,33328.56138584039,482.0468107427979,18491.34765146767,12783.999042215006,305.21822469567473,7413.2911996030625,8645.712241067935,241.0947540780446,4625.574259089047,102.26653855561315,6.923267512495982,3.8142781651539406,107.14784124438667,6.933006679001559,3.8250170304667077
1771768597.382218,1,0,neutral,33908.31266642066,487.1107035351704,18881.890784551615,12971.532541404455,307.1544570643569,7507.645874035921,8460.786190425277,237.98792446377308,4507.128902107656,134.871759557382,9.114814605545318,6.611284024882227,140.45868331311374,9.137088956263868,6.643636190331839
1771768597.4188778,1,0,neutral,33116.39622261393,479.7080020649896,18312.349230113734,12596.569130410006,303.2842970306765,7319.644442150033,8628.240361190994,241.05613478013916,4624.0925004028195,61.73761501115708,4.180683022686068,1.3908638438694354,63.81956568793639,4.191629430261424,1.3981568600688357
